PerformanceID;EmployeeID;EnvironmentSatisfaction;JobSatisfaction;RelationshipSatisfaction;TrainingOpportunitiesWithinYear;TrainingOpportunitiesTaken;WorkLifeBalance;SelfRating;ManagerRating;ReviewDateNew
PR1943;C25C-C434;5;4;4;2;3;2;4;3;2017-11-18
PR1944;4DA0-81D7;4;5;5;3;1;4;5;4;2017-11-18
PR1945;7DD6-128C;5;2;4;3;2;3;4;4;2017-11-18
PR1946;0145-DBFC;5;3;3;3;0;3;3;2;2017-11-19
PR1947;085C-7FC2;5;3;4;1;0;4;5;4;2017-11-20
PR1948;7FFD-C810;5;4;5;1;1;2;5;4;2017-11-21
PR1949;C219-6C2E;5;5;2;1;2;4;5;4;2017-11-22
PR195;8CF6-3079;4;5;5;3;3;2;5;4;2014-02-03
PR1950;1749-81A2;3;4;4;2;1;4;5;5;2017-11-23
PR1951;C22D-CE5F;3;2;3;1;3;5;4;3;2017-11-24
PR1952;5B11-3DB3;3;3;2;2;3;2;3;2;2017-11-25
PR1953;6A2B-42DB;3;3;2;1;1;5;5;4;2017-11-25
PR1954;F838-C681;4;5;2;2;1;3;5;5;2017-11-25
PR1955;3994-472A;4;2;2;2;1;3;3;2;2017-11-26
PR1956;12B5-11CC;5;2;5;1;1;5;4;4;2017-11-27
PR1957;4969-9A35;4;2;4;3;0;3;5;5;2017-11-28
PR1958;2BEA-43B2;5;2;2;1;1;4;5;4;2017-11-28
PR1959;C54B-DBC5;5;2;3;2;0;3;3;2;2017-11-29
PR196;D7EE-56FC;4;4;5;1;1;2;4;3;2014-02-03
PR1960;B312-7192;4;4;2;1;0;2;3;2;2017-11-29
PR1961;9FE1-0345;5;3;4;3;2;3;3;3;2017-12-01
PR1962;F265-79B0;3;5;5;3;0;2;4;4;2017-12-01
PR1963;4886-62DF;3;2;5;2;0;2;4;4;2017-12-02
PR1964;BD70-7DAE;5;3;4;1;1;2;4;3;2017-12-03
PR1965;DDAC-D5FD;4;5;4;1;1;3;3;2;2017-12-03
PR1966;3D71-8DC2;3;2;3;3;1;5;3;2;2017-12-05
PR1967;A923-9EF6;4;4;4;3;0;4;5;4;2017-12-05
PR1968;DFA9-990E;4;2;4;2;1;4;5;4;2017-12-05
PR1969;D39D-4015;3;3;2;2;1;3;4;4;2017-12-05
PR197;62A3-DEA7;5;5;3;2;1;2;4;4;2014-02-04
PR1970;4A39-E8E6;3;5;5;1;1;4;4;4;2017-12-05
PR1971;E927-46D7;3;3;5;3;2;3;5;5;2017-12-06
PR1972;C6EC-FEB5;5;2;5;3;0;4;4;3;2017-12-07
PR1973;598D-E3B4;5;4;4;3;1;5;3;2;2017-12-08
PR1974;B98B-4689;4;3;5;2;1;4;3;2;2017-12-08
PR1975;63BF-A86A;3;3;2;3;2;5;5;5;2017-12-09
PR1976;58C8-63FA;5;4;3;2;1;4;3;2;2017-12-09
PR1977;CF8D-7379;5;5;2;3;1;4;3;3;2017-12-11
PR1978;E6D9-ADEE;5;2;4;2;3;4;5;4;2017-12-13
PR1979;E5C1-B122;4;4;5;3;3;5;5;5;2017-12-13
PR198;E151-8C7D;4;3;2;1;0;4;3;2;2014-02-04
PR1980;39FC-7149;4;5;5;3;0;4;5;4;2017-12-13
PR1981;E55E-9436;3;2;5;2;0;3;4;4;2017-12-16
PR1982;DF94-FD29;4;5;2;3;0;2;5;4;2017-12-17
PR1983;9C71-34AE;5;4;2;2;0;2;5;4;2017-12-18
PR1984;AF5D-A8C8;5;3;4;2;1;5;5;5;2017-12-19
PR1985;DCFE-F601;3;4;3;2;1;2;5;5;2017-12-19
PR1986;0CED-EE28;4;2;3;1;1;3;3;3;2017-12-20
PR1987;5C61-8F3A;5;5;2;1;0;3;5;4;2017-12-20
PR1988;13E5-8466;5;2;5;1;0;3;3;3;2017-12-20
PR1989;A2FB-2D5D;4;3;3;2;3;2;3;2;2017-12-22
PR199;8EE9-E86D;4;5;5;2;1;2;4;4;2014-02-05
PR1990;F93D-CB5A;4;5;5;1;2;3;5;4;2017-12-22
PR1991;0697-ADC3;4;4;4;2;1;3;3;2;2017-12-22
PR1992;E681-7B57;3;4;5;2;3;5;5;5;2017-12-24
PR1993;637B-DBAD;5;4;2;2;0;3;4;4;2017-12-24
PR1994;D836-B375;5;2;4;2;3;4;3;3;2017-12-24
PR1995;6C42-A719;3;2;2;3;1;4;4;4;2017-12-25
PR1996;A9EB-9E41;5;3;2;2;0;4;5;5;2017-12-25
PR1997;4CA1-F139;4;4;3;3;2;5;4;4;2017-12-26
PR1998;63B0-1036;5;2;5;1;0;4;3;2;2017-12-27
PR1999;1609-65E1;5;2;5;1;1;5;5;5;2017-12-28
PR20;32AE-C02F;4;3;2;3;0;5;5;4;2013-01-18
PR200;F3CD-9B5B;5;5;5;3;0;4;3;3;2014-02-05
PR2000;4D7E-BDA4;3;4;2;3;1;5;3;3;2017-12-28
PR2001;03EF-5904;5;3;3;2;0;5;5;4;2017-12-29
PR2002;74F2-5C55;3;2;4;2;0;5;4;4;2017-12-30
PR2003;ACA9-5DC2;5;4;5;3;1;2;5;5;2017-12-30
PR2004;211E-BC82;3;4;3;2;3;4;5;5;2017-12-30
PR2005;40BE-EEAF;5;4;5;2;1;3;3;3;2017-12-31
PR2006;79F3-8AA5;4;4;4;2;1;5;3;3;2017-12-31
PR2007;79F7-78EC;5;2;5;1;1;2;4;3;2018-01-01
PR2008;41EC-F2AA;5;5;3;2;2;3;4;3;2018-01-01
PR2009;B61E-0F26;4;4;2;2;1;4;4;3;2018-01-02
PR201;AD0D-E79F;5;4;2;3;1;4;4;3;2014-02-05
PR2010;F5E3-48BB;4;2;4;1;2;3;3;3;2018-01-02
PR2011;C2DD-9D37;4;4;3;1;0;3;4;4;2018-01-02
PR2012;DF71-97FB;3;3;3;2;2;2;3;3;2018-01-02
PR2013;0678-748A;4;2;4;3;2;5;4;3;2018-01-03
PR2014;541F-3E19;4;4;2;1;0;4;3;2;2018-01-03
PR2015;F93E-BDEF;5;4;4;2;3;5;5;4;2018-01-03
PR2016;C0A1-EB7D;5;4;5;1;0;4;4;4;2018-01-04
PR2017;1359-BEE3;5;2;2;1;1;3;3;3;2018-01-05
PR2018;D5DA-363A;5;3;3;2;1;3;3;2;2018-01-06
PR2019;9E7A-1F70;3;2;5;1;1;2;5;5;2018-01-07
PR202;D8B3-30D2;4;2;3;3;2;3;3;3;2014-02-05
PR2020;58F5-C8FC;5;4;2;3;0;4;5;5;2018-01-07
PR2021;C251-2A18;5;3;4;1;0;3;4;4;2018-01-08
PR2022;05ED-92F1;5;4;3;3;0;5;4;3;2018-01-09
PR2023;F72D-261D;3;5;4;2;1;4;3;2;2018-01-09
PR2024;38EB-ADBD;3;2;4;3;2;4;4;4;2018-01-09
PR2025;D106-E487;5;5;3;2;2;4;3;2;2018-01-09
PR2026;4563-8637;4;5;3;3;2;3;5;4;2018-01-09
PR2027;774E-685D;4;5;4;2;0;2;4;3;2018-01-10
PR2028;9937-CDF7;4;2;2;2;2;4;5;5;2018-01-10
PR2029;CD59-7F94;3;5;5;2;2;4;4;3;2018-01-10
PR203;151D-1FF2;4;5;4;2;0;3;4;3;2014-02-06
PR2030;7839-CA12;3;5;2;3;0;4;5;4;2018-01-11
PR2031;EB66-D679;4;4;3;1;1;5;3;2;2018-01-11
PR2032;763B-DE6E;3;4;2;1;0;2;3;3;2018-01-12
PR2033;12F7-BCBB;3;3;4;3;0;5;3;2;2018-01-13
PR2034;D045-B6CA;3;5;3;1;0;4;4;3;2018-01-13
PR2035;B340-5AD2;5;5;2;2;3;5;4;4;2018-01-13
PR2036;FF14-A43E;5;3;2;1;0;2;3;3;2018-01-14
PR2037;02DA-7A72;3;3;3;3;2;2;3;2;2018-01-15
PR2038;28EA-A010;3;3;4;3;2;4;4;4;2018-01-15
PR2039;CBB3-0D7E;4;3;5;3;2;3;4;3;2018-01-15
PR204;5476-CA0D;3;5;3;2;1;5;3;2;2014-02-06
PR2040;C330-DAF4;4;2;5;2;1;5;5;4;2018-01-15
PR2041;B48C-47D0;3;2;5;1;1;4;3;3;2018-01-16
PR2042;6DEB-F440;4;4;4;1;0;3;4;4;2018-01-16
PR2043;32AE-C02F;3;3;4;2;1;3;3;2;2018-01-17
PR2044;8A6B-AD5C;5;5;5;1;1;3;4;3;2018-01-17
PR2045;8D34-EBDF;5;3;2;3;0;4;3;2;2018-01-17
PR2046;8BAB-B4A6;5;5;3;2;0;5;5;4;2018-01-17
PR2047;6FE1-C8A8;3;3;3;3;2;2;4;4;2018-01-18
PR2048;EB8F-204D;3;4;4;2;1;4;3;2;2018-01-18
PR2049;D921-AC35;3;4;4;1;0;4;5;4;2018-01-18
PR205;0D1B-DEC2;5;4;3;1;1;2;4;3;2014-02-11
PR2050;6A8B-EC82;5;3;2;3;1;2;5;4;2018-01-18
PR2051;606E-A262;4;3;3;1;1;3;5;4;2018-01-19
PR2052;2374-7581;3;3;3;3;0;2;4;3;2018-01-19
PR2053;05B0-755F;4;4;3;2;0;3;5;5;2018-01-20
PR2054;45D2-369E;3;3;2;2;1;3;3;2;2018-01-21
PR2055;7F1C-20B8;5;3;2;2;1;2;4;3;2018-01-21
PR2056;F98B-61B3;3;2;2;3;1;4;3;2;2018-01-21
PR2057;D4D5-27FB;3;4;2;2;1;5;3;2;2018-01-22
PR2058;9C71-61AE;3;5;3;1;2;2;4;4;2018-01-22
PR2059;8AAD-FAFB;4;3;4;1;1;2;3;2;2018-01-23
PR206;B407-ABCA;3;3;5;2;1;4;5;4;2014-02-11
PR2060;20BA-5868;3;2;5;1;1;2;5;4;2018-01-23
PR2061;45D7-5C8A;5;5;2;2;1;3;5;5;2018-01-24
PR2062;AB03-8820;5;3;5;3;0;3;3;3;2018-01-24
PR2063;B4E1-4A3E;5;4;2;3;0;4;4;4;2018-01-25
PR2064;618D-7685;5;2;5;3;0;4;5;4;2018-01-26
PR2065;FBED-F86B;3;5;4;3;1;5;3;2;2018-01-26
PR2066;6227-9D9E;4;2;4;3;0;4;3;2;2018-01-26
PR2067;5A0B-7F31;3;3;2;3;0;5;4;3;2018-01-28
PR2068;E4F4-11B9;5;2;4;2;0;3;4;4;2018-01-28
PR2069;B303-8962;3;4;2;1;2;4;4;4;2018-01-28
PR207;DB6C-3B2F;3;2;3;2;1;3;5;5;2014-02-12
PR2070;98EE-8547;5;4;2;3;0;5;3;2;2018-01-29
PR2071;041A-31B0;4;4;2;1;2;3;3;2;2018-01-29
PR2072;257B-8130;3;4;2;3;0;3;5;4;2018-01-29
PR2073;7279-6591;4;4;2;3;0;4;4;3;2018-01-30
PR2074;EEFC-DEC7;3;3;5;2;0;2;3;3;2018-01-30
PR2075;2E7B-43F0;5;5;3;3;3;5;3;2;2018-01-30
PR2076;1180-BEC9;5;4;4;2;0;5;3;2;2018-01-31
PR2077;EE04-1533;3;5;3;3;1;5;4;3;2018-01-31
PR2078;B50B-5A18;3;4;4;3;0;4;3;2;2018-02-01
PR2079;E099-3FCC;3;3;2;1;2;3;5;4;2018-02-01
PR208;279C-7342;4;3;5;2;0;3;4;4;2014-02-13
PR2080;8CF6-3079;4;4;3;1;2;3;3;3;2018-02-02
PR2081;D7EE-56FC;5;2;2;1;0;4;3;2;2018-02-02
PR2082;1F12-DDDA;3;3;5;2;0;5;5;4;2018-02-02
PR2083;9658-7750;3;2;3;1;1;2;4;3;2018-02-02
PR2084;B0C3-E578;3;4;2;2;1;4;3;2;2018-02-02
PR2085;62A3-DEA7;3;3;2;3;3;2;5;5;2018-02-03
PR2086;586E-5C14;5;4;3;3;0;5;3;2;2018-02-03
PR2087;8EE9-E86D;3;4;3;3;1;5;5;4;2018-02-04
PR2088;F3CD-9B5B;4;5;4;2;0;4;3;2;2018-02-04
PR2089;AD0D-E79F;4;5;5;1;1;5;5;4;2018-02-04
PR209;83FD-F920;5;4;4;1;3;5;4;3;2014-02-13
PR2090;D8B3-30D2;4;4;2;2;0;5;4;3;2018-02-04
PR2091;B975-943A;5;4;2;1;1;2;5;4;2018-02-04
PR2092;C250-AF15;5;3;4;2;2;4;5;4;2018-02-04
PR2093;151D-1FF2;3;3;3;2;3;2;5;4;2018-02-05
PR2094;5476-CA0D;4;3;5;2;0;5;4;3;2018-02-05
PR2095;D696-9D82;4;5;3;3;0;2;3;3;2018-02-05
PR2096;1453-D3D8;4;5;2;3;1;5;5;4;2018-02-06
PR2097;C96F-0F3B;3;4;5;2;2;4;4;3;2018-02-08
PR2098;EE39-C8F2;3;3;4;1;2;5;5;4;2018-02-08
PR2099;DF63-0D3C;5;3;2;3;1;5;3;3;2018-02-08
PR21;8A6B-AD5C;3;3;2;3;2;5;4;4;2013-01-18
PR210;626A-9377;5;4;2;1;1;2;4;3;2014-02-14
PR2100;B995-E5CE;5;4;4;2;3;4;3;3;2018-02-08
PR2101;9DFE-1FD5;3;4;3;1;0;3;5;4;2018-02-09
PR2102;0D1B-DEC2;3;2;2;1;3;5;5;5;2018-02-10
PR2103;B407-ABCA;3;5;3;3;1;4;5;4;2018-02-10
PR2104;5818-560C;3;3;3;2;1;5;3;2;2018-02-10
PR2105;DB6C-3B2F;5;2;5;2;0;5;5;4;2018-02-11
PR2106;8ED3-4377;5;2;3;1;0;2;5;5;2018-02-11
PR2107;279C-7342;5;2;5;2;2;4;5;5;2018-02-12
PR2108;83FD-F920;5;3;4;1;1;2;5;5;2018-02-12
PR2109;B2D6-A355;5;3;2;3;3;2;4;3;2018-02-12
PR211;5A04-0EB4;4;2;5;3;0;2;3;2;2014-02-16
PR2110;626A-9377;5;3;5;3;0;5;5;5;2018-02-13
PR2111;0CF8-1EBD;5;4;5;2;1;4;4;3;2018-02-13
PR2112;388D-DB68;5;4;2;3;3;4;5;5;2018-02-13
PR2113;0DBC-596E;5;3;5;1;0;5;5;5;2018-02-14
PR2114;5A04-0EB4;5;4;5;2;2;4;3;3;2018-02-15
PR2115;111D-E5EF;4;4;3;3;3;5;5;4;2018-02-15
PR2116;97F4-0B14;3;2;3;1;2;5;4;3;2018-02-15
PR2117;5021-95FC;3;2;4;3;0;5;3;2;2018-02-17
PR2118;B97B-73D7;5;3;2;2;0;2;4;3;2018-02-17
PR2119;D351-C7E4;4;5;3;2;0;4;3;3;2018-02-17
PR212;111D-E5EF;5;4;3;2;0;3;3;3;2014-02-16
PR2120;EEA0-C109;4;2;4;2;2;2;4;3;2018-02-17
PR2121;3C7D-86ED;5;5;3;3;1;2;3;2;2018-02-18
PR2122;2219-56CA;3;4;2;1;1;2;3;2;2018-02-20
PR2123;8FB2-4CE0;4;4;2;2;1;5;3;3;2018-02-20
PR2124;5237-1B85;4;2;4;1;2;2;4;4;2018-02-21
PR2125;F968-671C;5;2;5;2;1;2;5;4;2018-02-21
PR2126;F997-FE6C;4;5;4;2;0;4;5;4;2018-02-21
PR2127;CED0-8D31;5;4;3;1;0;3;3;3;2018-02-21
PR2128;5B08-EF96;4;3;4;2;1;3;5;5;2018-02-22
PR2129;E348-E12B;5;4;3;3;1;5;5;5;2018-02-22
PR213;5021-95FC;3;2;4;2;1;2;5;5;2014-02-18
PR2130;8ACE-C5CE;3;4;2;2;0;5;3;2;2018-02-22
PR2131;C6A8-4E8A;3;2;4;2;0;3;3;2;2018-02-22
PR2132;C900-9EF9;5;3;2;2;2;3;3;3;2018-02-22
PR2133;63DA-AA21;4;4;3;3;2;2;4;4;2018-02-23
PR2134;3120-B11F;5;5;4;1;0;4;3;3;2018-02-24
PR2135;C016-FA12;4;2;4;1;2;4;4;3;2018-02-25
PR2136;7816-BF57;4;3;4;3;1;4;3;3;2018-02-25
PR2137;3560-C117;5;5;2;1;0;5;5;5;2018-02-26
PR2138;1914-B934;5;5;2;2;1;3;5;4;2018-02-26
PR2139;596B-33F4;4;2;3;3;0;4;5;4;2018-02-27
PR214;B97B-73D7;5;2;2;3;2;3;4;3;2014-02-18
PR2140;E7A6-33A3;3;3;4;2;1;4;4;3;2018-02-27
PR2141;00D4-DD53;5;4;4;3;2;2;4;3;2018-02-28
PR2142;7749-B277;5;2;2;3;0;4;5;4;2018-02-28
PR2143;7823-0217;5;5;3;1;0;3;3;3;2018-02-28
PR2144;6E7B-D50D;5;2;5;1;0;4;4;4;2018-02-28
PR2145;17AD-99F5;5;5;2;3;2;3;3;3;2018-03-01
PR2146;CC8A-0B1F;3;4;2;3;0;2;5;5;2018-03-01
PR2147;DE22-FB63;4;4;5;1;0;5;3;2;2018-03-01
PR2148;A366-C17A;3;3;2;1;2;2;3;3;2018-03-01
PR2149;6EDB-94B7;4;5;5;3;3;3;3;2;2018-03-01
PR215;3C7D-86ED;5;2;4;1;3;3;3;2;2014-02-19
PR2150;93B1-6510;4;5;3;3;0;3;4;4;2018-03-01
PR2151;EACC-D1F6;4;3;4;1;1;2;4;3;2018-03-02
PR2152;21B3-8491;3;3;4;3;1;5;3;3;2018-03-02
PR2153;ABB5-0B95;5;4;5;1;0;4;5;4;2018-03-02
PR2154;C57E-6E4F;3;5;3;1;0;3;5;4;2018-03-03
PR2155;CC2F-670E;5;2;5;2;0;2;4;4;2018-03-03
PR2156;FD0B-7B0A;4;5;5;1;0;2;3;2;2018-03-03
PR2157;0322-D46B;5;3;5;2;1;4;4;3;2018-03-03
PR2158;06B9-B79D;5;2;5;1;1;3;3;2;2018-03-04
PR2159;1054-9C3B;3;3;2;3;1;4;4;3;2018-03-05
PR216;2219-56CA;5;4;5;3;0;3;5;5;2014-02-21
PR2160;155B-42BE;4;2;5;2;0;4;3;3;2018-03-05
PR2161;5222-EBE1;4;3;4;3;0;3;5;4;2018-03-05
PR2162;B1EC-849B;5;3;2;3;0;4;3;3;2018-03-05
PR2163;468A-E249;4;5;5;1;0;4;5;4;2018-03-05
PR2164;8567-5B27;5;4;2;2;2;5;3;2;2018-03-06
PR2165;D970-9F5E;4;2;5;2;1;4;3;2;2018-03-06
PR2166;EAB1-2EB2;5;4;5;1;1;3;3;3;2018-03-06
PR2167;ACD5-5FA2;3;5;5;3;1;5;4;3;2018-03-06
PR2168;7EE7-2C43;4;3;3;1;1;2;5;4;2018-03-07
PR2169;D954-6402;5;3;4;3;2;5;5;5;2018-03-07
PR217;8FB2-4CE0;4;2;4;2;2;2;3;2;2014-02-21
PR2170;73CF-4956;4;5;4;3;1;2;5;5;2018-03-07
PR2171;E3B6-49F8;4;3;2;3;1;4;4;3;2018-03-07
PR2172;D86B-2E5E;3;2;3;2;2;5;3;3;2018-03-08
PR2173;4B6E-3C21;4;3;2;3;2;5;4;3;2018-03-09
PR2174;40A9-8EB0;3;2;2;3;1;2;5;4;2018-03-09
PR2175;0C23-26DD;5;3;4;1;2;4;5;5;2018-03-09
PR2176;B005-602F;5;4;5;1;1;5;5;4;2018-03-10
PR2177;4A0E-9958;5;4;3;3;2;3;4;3;2018-03-11
PR2178;CFE3-312D;4;2;4;2;1;3;5;5;2018-03-11
PR2179;A590-DF69;5;5;2;2;2;4;5;5;2018-03-12
PR218;5237-1B85;4;2;3;1;1;3;4;4;2014-02-22
PR2180;68FB-06A7;5;4;4;3;2;3;5;5;2018-03-13
PR2181;2551-DD9B;4;2;2;1;1;2;4;3;2018-03-13
PR2182;56A5-271B;5;2;2;3;2;5;5;5;2018-03-13
PR2183;B3FE-D332;4;4;4;2;0;2;5;4;2018-03-13
PR2184;4F28-CFAF;5;5;4;3;3;5;4;3;2018-03-14
PR2185;7C80-94E0;5;3;4;3;0;3;5;4;2018-03-14
PR2186;8233-2483;5;4;4;3;0;3;4;4;2018-03-14
PR2187;5F4E-EE5A;4;3;4;3;0;5;3;2;2018-03-14
PR2188;A7BB-F5A7;4;4;4;3;2;5;5;5;2018-03-15
PR2189;8A5B-3D6E;4;4;2;2;3;5;3;2;2018-03-15
PR219;F968-671C;3;4;3;3;1;4;3;2;2014-02-22
PR2190;4500-37EB;3;4;5;1;0;4;4;3;2018-03-16
PR2191;528C-3E0D;3;2;2;3;2;2;4;4;2018-03-16
PR2192;D077-169C;3;2;3;3;3;5;5;4;2018-03-17
PR2193;B44E-8AEE;3;5;4;1;3;2;4;4;2018-03-17
PR2194;9727-BC84;4;3;4;2;1;4;3;3;2018-03-18
PR2195;DA8E-9496;4;3;5;1;0;3;4;3;2018-03-18
PR2196;DEC5-9319;3;3;5;1;1;5;3;2;2018-03-18
PR2197;88B8-EB84;4;2;5;2;1;5;4;4;2018-03-19
PR2198;9C57-828C;3;5;5;1;0;4;5;4;2018-03-19
PR2199;59F5-F57D;4;4;3;3;3;5;5;4;2018-03-21
PR22;8D34-EBDF;5;2;2;3;1;2;4;4;2013-01-18
PR220;C900-9EF9;4;5;4;2;1;2;4;4;2014-02-23
PR2200;E1B4-9AA1;5;3;4;1;0;2;5;4;2018-03-22
PR2201;3CD6-5587;3;4;2;3;2;5;4;3;2018-03-23
PR2202;BAFA-86DF;4;5;2;1;1;4;4;4;2018-03-23
PR2203;C6D7-A568;5;2;2;1;1;2;4;3;2018-03-23
PR2204;5160-53BD;4;4;3;1;3;5;5;5;2018-03-24
PR2205;81FF-8D6C;4;4;5;3;0;4;4;3;2018-03-24
PR2206;84E7-02D4;4;4;3;2;2;3;3;3;2018-03-25
PR2207;6010-A052;5;2;4;1;0;3;5;5;2018-03-25
PR2208;1787-DF90;5;5;2;2;2;5;5;4;2018-03-25
PR2209;5F2E-A68B;5;5;4;2;2;2;5;5;2018-03-26
PR221;C016-FA12;3;2;5;2;1;2;4;3;2014-02-26
PR2210;6176-3BEE;3;3;5;2;1;5;4;3;2018-03-27
PR2211;47A0-559B;4;3;4;3;1;2;4;4;2018-03-27
PR2212;A954-6310;3;2;5;3;1;5;5;4;2018-03-27
PR2213;C525-8BB9;5;2;5;1;3;2;4;4;2018-03-27
PR2214;9AAB-DCD0;5;3;2;3;1;3;4;4;2018-03-28
PR2215;9412-7AA6;4;5;2;1;0;4;5;5;2018-03-28
PR2216;00E4-3D60;4;3;4;1;0;4;4;3;2018-03-29
PR2217;03C5-51AD;3;4;5;3;1;5;5;5;2018-03-30
PR2218;A807-DE5D;4;4;4;3;0;3;3;3;2018-03-30
PR2219;8BCA-723F;3;4;2;1;0;2;4;3;2018-03-30
PR222;1FE3-22BF;5;2;5;3;2;5;3;3;2014-02-26
PR2220;DD04-BDF8;4;4;4;3;1;2;3;2;2018-03-30
PR2221;8FD9-AA59;4;3;5;3;1;4;3;3;2018-03-31
PR2222;86E2-73D1;5;3;5;2;2;3;4;3;2018-03-31
PR2223;0210-E0D8;4;5;4;2;0;3;4;3;2018-04-02
PR2224;07B2-D67A;3;4;2;3;0;4;3;2;2018-04-02
PR2225;819A-2C9C;3;4;4;1;1;5;3;3;2018-04-02
PR2226;2D85-ABDD;5;4;5;1;0;5;5;5;2018-04-02
PR2227;B6EC-313E;5;3;3;2;0;2;3;2;2018-04-03
PR2228;6653-BD41;5;3;3;2;2;3;4;3;2018-04-04
PR2229;B49A-7D79;4;3;4;1;2;4;5;5;2018-04-04
PR223;3560-C117;5;2;2;2;0;4;3;3;2014-02-27
PR2230;0D8F-C0F3;4;5;4;3;0;5;3;3;2018-04-05
PR2231;1799-5B3F;3;3;5;3;1;2;3;2;2018-04-05
PR2232;3B11-DF28;4;2;2;2;1;3;5;5;2018-04-05
PR2233;C95C-CE06;4;2;4;1;0;2;5;4;2018-04-05
PR2234;076F-8AA3;3;5;2;1;1;4;3;3;2018-04-06
PR2235;95D7-1CE9;5;4;4;2;2;5;3;2;2018-04-08
PR2236;B013-7D0C;5;5;5;1;0;4;4;4;2018-04-09
PR2237;531D-788E;3;5;4;3;0;4;3;2;2018-04-09
PR2238;8EA4-9179;5;5;2;2;1;5;3;2;2018-04-09
PR2239;AEDB-BB62;5;3;4;3;0;2;5;4;2018-04-10
PR224;1914-B934;3;3;2;3;2;3;3;2;2014-02-27
PR2240;F430-0404;4;4;5;2;1;2;4;4;2018-04-10
PR2241;7BD4-7BFB;3;5;5;3;2;4;4;4;2018-04-10
PR2242;152E-8DB1;4;3;3;3;3;2;5;5;2018-04-11
PR2243;1A7C-19DB;3;2;3;3;1;3;3;2;2018-04-11
PR2244;489B-14EC;5;4;2;3;1;5;5;4;2018-04-11
PR2245;D7F8-1775;5;3;4;2;3;3;4;4;2018-04-11
PR2246;52CC-3E9E;5;3;2;1;1;3;4;4;2018-04-12
PR2247;A531-8159;5;5;3;2;3;5;3;3;2018-04-12
PR2248;C5C2-985F;3;3;3;1;0;4;3;3;2018-04-13
PR2249;CDFB-6A08;5;2;2;3;0;3;3;2;2018-04-13
PR225;596B-33F4;3;5;4;2;2;3;3;3;2014-02-28
PR2250;5C03-1009;4;4;5;3;3;3;4;4;2018-04-13
PR2251;E899-A860;4;4;3;2;0;2;4;4;2018-04-13
PR2252;EE91-1A9C;4;4;3;1;1;5;5;4;2018-04-14
PR2253;7CFC-C4DA;5;2;3;1;0;4;3;3;2018-04-14
PR2254;CF2F-8CA3;4;4;3;2;1;4;3;2;2018-04-14
PR2255;55FD-42E9;5;2;4;1;1;5;5;4;2018-04-14
PR2256;AC19-7EE7;5;3;2;3;0;5;5;4;2018-04-15
PR2257;7A98-768E;3;3;5;2;0;3;3;3;2018-04-16
PR2258;C3C0-349E;4;2;3;2;1;3;4;3;2018-04-16
PR2259;96F4-896C;4;5;4;2;3;2;4;4;2018-04-16
PR226;00D4-DD53;4;5;2;3;1;5;3;2;2014-03-01
PR2260;B52E-BF41;5;2;2;3;0;3;5;4;2018-04-16
PR2261;5D69-D350;4;4;3;3;3;3;3;2;2018-04-17
PR2262;4BE1-4A7B;3;5;2;2;1;2;5;5;2018-04-17
PR2263;10E9-4C86;3;3;3;3;2;5;5;4;2018-04-17
PR2264;6661-FA04;3;5;2;2;2;4;5;4;2018-04-17
PR2265;AB81-A3A0;5;4;3;3;3;4;3;2;2018-04-18
PR2266;9D01-8A02;4;5;4;2;0;4;4;4;2018-04-18
PR2267;FD3F-5255;3;2;4;3;1;3;3;2;2018-04-19
PR2268;C661-6A1C;4;5;2;3;2;5;5;5;2018-04-20
PR2269;C025-B8B6;4;2;2;3;3;3;3;2;2018-04-20
PR227;7749-B277;4;3;2;2;2;5;3;3;2014-03-01
PR2270;9528-AA17;5;2;2;2;1;5;4;3;2018-04-21
PR2271;F9C6-39E2;5;4;5;3;3;2;3;3;2018-04-21
PR2272;4188-C61D;4;4;4;2;1;5;5;4;2018-04-22
PR2273;DFE3-6FA7;4;3;5;2;2;4;4;4;2018-04-22
PR2274;7335-4656;3;4;2;3;3;4;4;4;2018-04-22
PR2275;ACF7-5B99;4;2;5;1;1;2;5;4;2018-04-22
PR2276;E503-C500;3;5;5;1;1;3;5;5;2018-04-22
PR2277;49B2-0364;5;5;4;2;1;4;5;5;2018-04-23
PR2278;920B-7B40;4;3;5;2;0;4;5;5;2018-04-23
PR2279;A11D-324A;4;3;4;1;1;2;5;4;2018-04-23
PR228;7823-0217;5;4;2;3;1;2;4;4;2014-03-01
PR2280;51A4-EA6E;4;2;5;3;2;3;4;3;2018-04-24
PR2281;A4A4-F49C;4;2;4;3;2;4;4;3;2018-04-24
PR2282;BAF9-933D;5;3;2;1;0;5;3;3;2018-04-24
PR2283;1147-7E2F;4;2;3;2;1;5;3;3;2018-04-25
PR2284;A31A-A90C;3;4;2;3;1;2;5;4;2018-04-25
PR2285;B8C3-5E0A;4;2;4;1;2;4;4;4;2018-04-25
PR2286;1AC8-361F;3;4;2;2;1;5;4;3;2018-04-28
PR2287;D93A-CC98;3;2;4;1;1;3;4;3;2018-04-28
PR2288;C79A-E5E1;5;3;4;3;2;2;5;5;2018-04-29
PR2289;A1B4-5481;3;3;4;1;0;2;4;4;2018-04-30
PR229;17AD-99F5;5;5;5;3;2;2;3;2;2014-03-02
PR2290;D49C-096C;3;4;4;2;1;5;5;4;2018-04-30
